x,y,zx,zy,zxy,ncd
s11.txt,s110.txt,567,575,1073,0.88
s11.txt,s111.txt,567,588,1102,0.9098639455782312
s11.txt,s112.txt,567,588,1105,0.9149659863945578
s11.txt,s113.txt,567,582,1097,0.9106529209621993
s11.txt,s114.txt,567,581,1100,0.9173838209982789
s11.txt,s115.txt,567,591,1105,0.9103214890016921
s11.txt,s116.txt,567,579,1098,0.917098445595855
s11.txt,s117.txt,567,574,1085,0.9024390243902439
s11.txt,s118.txt,567,588,1109,0.9217687074829932
s11.txt,s119.txt,567,595,1106,0.9058823529411765
s11.txt,s12.txt,567,578,1074,0.8771626297577855
s11.txt,s120.txt,567,582,1104,0.9226804123711341
s11.txt,s121.txt,567,552,1069,0.9118165784832452
s11.txt,s122.txt,567,529,1040,0.9012345679012346
s11.txt,s123.txt,567,528,1046,0.9135802469135802
s11.txt,s124.txt,567,565,1085,0.9171075837742504
s11.txt,s125.txt,567,493,1011,0.9135802469135802
s11.txt,s126.txt,567,536,1047,0.9012345679012346
s11.txt,s127.txt,567,519,1042,0.9223985890652557
s11.txt,s128.txt,567,546,1058,0.9029982363315696
s11.txt,s129.txt,567,511,1023,0.9029982363315696
s11.txt,s13.txt,567,582,1074,0.8711340206185567
s11.txt,s130.txt,567,524,1039,0.908289241622575
s11.txt,s14.txt,567,576,1075,0.8819444444444444
s11.txt,s15.txt,567,579,1070,0.8687392055267703
s11.txt,s16.txt,567,580,1079,0.8827586206896552
s11.txt,s17.txt,567,577,1067,0.8665511265164645
s11.txt,s18.txt,567,586,1078,0.8720136518771331
s11.txt,s19.txt,567,580,1067,0.8620689655172413
s110.txt,s111.txt,575,588,1106,0.9030612244897959
s110.txt,s112.txt,575,588,1106,0.9030612244897959
s110.txt,s113.txt,575,582,1102,0.9054982817869416
s110.txt,s114.txt,575,581,1095,0.8950086058519794
s110.txt,s115.txt,575,591,1105,0.8967851099830795
s110.txt,s116.txt,575,579,1104,0.9136442141623489
s110.txt,s117.txt,575,574,1093,0.9026086956521739
s110.txt,s118.txt,575,588,1112,0.9132653061224489
s110.txt,s119.txt,575,595,1114,0.9058823529411765
s110.txt,s12.txt,575,578,1071,0.8581314878892734
s110.txt,s120.txt,575,582,1099,0.9003436426116839
s110.txt,s121.txt,575,552,1069,0.8991304347826087
s110.txt,s122.txt,575,529,1037,0.8834782608695653
s110.txt,s123.txt,575,528,1041,0.8921739130434783
s110.txt,s124.txt,575,565,1080,0.8956521739130435
s110.txt,s125.txt,575,493,1018,0.9130434782608695
s110.txt,s126.txt,575,536,1057,0.9060869565217391
