203.5697096;123.2764592;40.64830844;128.7038233;28.85709829;97.27524695
108.9270543;19.94422999;15.56439909;127.7853133;0.683589961;28.45927394
261.0119398;136.6707241;122.2599283;133.4322522;22.56110416;110.6747414
120.3269337;246.7041784;86.68789658;55.07138237;52.26698032;70.29075515
411.0209946;111.6020601;0;194.4777184;91.20896276;105.0588845
106.3151788;177.7004061;163.0916247;254.9718945;15.62496219;85.06023288
87.63382791;92.26229193;34.38336787;0;111.4527232;48.43596126
99.98966587;25.76019849;8.018230599;75.66117145;55.66022547;61.57164545
0;31.00482243;35.99835761;31.80576894;116.5127879;42.30561454
195.8624923;121.5648811;164.801975;157.4059072;59.61367957;0
263.6746674;110.0971647;76.83742095;86.35372549;62.27860136;46.25146868
205.038589;42.93962118;63.55355734;213.5731509;82.54126225;109.0274192
203.7837592;91.01063395;55.90394519;229.5875791;51.83234986;20.87625954
0;50.46450749;73.32463408;14.01223269;63.80161845;45.85467888
113.8692258;180.1171609;37.94281181;95.51959036;40.92516643;0
76.63810518;131.2949282;204.7535306;326.1902409;57.22398792;12.5574412
